rumour, rt watchctvnews: live now: cops swarm parliament hill following reports of a shooting
rumour, breaking: police say soldier, 1 suspected gunman dead in ottawa shootings.
rumour, white house says us ready to offer canada any necessary assistance after shootings in ottawa. barackobama to speak with pm harper today.
rumour, soldier killed at war memorial identified as nathan cirillo hamont ottawashooting cndpoli
rumour, breaking minister of employment jason kenney confirms the soldier shot in ottawa is dead
rumour, breaking - shooting on parliament hill. rcmp have weapons drawn cdnpoli
rumour, breaking: two or three gunmen were involved in shooting at canada war memorial, ottawa police say.
rumour, rip cpl. nathan cirillo identified as canadian soldier killed in ottawashooting canada
rumour, fbi working with canadian authorities to determine if ottawa shooting was an act of terrorism
rumour, updated: canadian soldier killed in attack at parliament hill in ottawa
rumour, ottawa police confirm they are looking for more than one suspect in parliament hill shooting.
rumour, rip cpl nathan cirillo... canada will always remember you. ottawashooting
rumour, kevin vickers hailed as hero who took down attacker ottawashooting cbcto
rumour, reports now police suspect two or three shooters on parliament hill. sergeant at arms kevin vickers shot one assailant.
rumour, ottawa police report a third shooting at rideau centre, no reports of injuries.
rumour, police confirm multiple suspects involved in shooting incident at ottawa war memorial - vassykapelos, amyminsky
rumour, map of areas where ottawa shootings were reported: national war memorial, near the rideau centre and parliament hill.
rumour, updated: gunman on the loose after soldier shot at ottawa war memorial
rumour, rt cbcottawa: confirmed | 1 shooter shot dead at parliament hill, but there is more than 1 suspect. cbcott ottnews
rumour, watch: sounds of apparent gunfire inside halls of canada's parliament hill:
rumour, rip nathan cirillo soldier ottawa canada love you
rumour, soldier killed in ottawashooting identified as cpl. nathan cirillo (via globeandmail)
rumour, our thoughts and prayers are with the canadian soldier shot while guarding the national war memorial in ottawa. ableg cdnpoli
rumour, this is the soldier who died today at the ottawa war memorial. his name is cpl. nathan cirillo. rip ottawastrong
rumour, breaking: ottawa police confirm that a member of the canadian forces has succumbed to injuries in hospital following shooting...
rumour, breaking: ottawa police now confirming a 3rd shooting. this one at the rideau centre mall. no word on injuries at that one.ottawashooting
rumour, meet kevin vickers, the hero who shot down the parliament hill gunman ottawashooting
rumour, prime minister stephen harper to address country tonight after fatal shooting at war memorial and attack on parliament: cbcnews cdnpoli
rumour, tonight's game between maple leafs &amp; senators has been postponed after shootings in ottawa this morning. »
rumour, ottawashooting rcmp_nat_div press conference will be held at 2 pm today
rumour, sergeant-at-arms kevin vickers who reportedly shot suspect hailed as hero ottawashooting
rumour, cbc news ottawa has independently confirmed that the gunman who was shot and killed is michael zehaf-bibeau. cbcott ottnews
rumour, soldier shot at national war memorial in ottawa
rumour, ottawa police confirm fatal shooting of canadian soldier at war memorial, and shooting death of gunman in parliament. no one in custody.
rumour, shooting in downtown ottawa, police evacuating rideau centre and closing off wellington. stay safe uottawa students
rumour, canadian officials now calling today's parliament shooting a terrorist attack -
rumour, ottawa shooting: - soldier shot at war memorial - parliament hill locked down - pm harper safe, 'off the hill'
rumour, confirmed reports that there were three shootings in ottawa: at a war memorial, at the parliament and at a shopping mall.
rumour, breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial
rumour, breaking news: at least 3 shots fired at ottawa war memorial. one soldier confirmed shot -
rumour, snipers set up on national art gallery as we remain barricaded in centre block on parliament hill cdnpoli.
rumour, the three people brought to ottawa hospital after today’s shooting have been released in stable condition. live blog:
rumour, coming up live ottawa shooting: stephen harper to address nation
rumour, soldier killed in canada shooting was a young reservist with a six-year-old son pray for him.
rumour, these are not timid colours; soldiers back guarding tomb of unknown soldier after today's shooting standforcanada
rumour, jason kenney says canadians soldier shot at war memorial today has died. employment minister also says parliamentary guard wounded. cdnpoli
rumour, the gunman in ottawa has been shot and killed. i'm at a loss for words this morning. that isn't my canada.
rumour, ***exclusive*** michael zahaf-bibeau caught on a dashcam model sold at ottawashooting
rumour, nhl postpones tonight's leafs-senators game because of ottawashooting
rumour, canada journalist captures outbreak of small-arms fire inside parliament building in ottawa:
rumour, canadian authorities 'were aware of potential isis-style attacks for weeks' ottawashooting
rumour, breaking: one gunman has been killed following a shooting on parliament hill, sources confirm to ctv news.
rumour, breaking news: ottawa police now confirm one suspect has been killed. 2 suspects remain at large.
rumour, snipers now on top of ottawa's national art gallery after gunfire at parliament (dmatthewmillar pic)
rumour, very reliable source on parliament hill tells me the assailant has been killed. cdnpoli ottnews
rumour, watch live: the scene outside parliament hill where a soldier has been shot
rumour, new: ottawa police reporting 3rd shooting scene, at rideau centre mall, close to parliament hill
rumour, ottawa shooting: kevin vickers labelled 'hero' after taking down gunman in canadian parliament
rumour, just in: canadian soldier killed in ottawashooting today is cpl. nathan cirillo thoughts &amp; prayers to his family
rumour, breaking: soldier killed at war memorial identified as cpl. nathan cirillo ottawashooting
rumour, canada parliament shooting: - still active shooter - 3 separate shooting sites - multiple gunmen - 1 gunmen dead
rumour, icymi: sergeant-at-arms kevin vickers hailed as hero for stopping shooter on parliament hill
rumour, nhl cancels tonight's game between ottawa and toronto due to today's shootings. senators were to host maple leafs.
rumour, us army increases security at tomb of the unknown soldier at arlington nat'l cemetery as precaution due to ottawa shootings - lmartinezabc
rumour, proudly at his post nathancirillo this nation thanks you and your family ottawashooting
rumour, updated: soldier dead, 2 others injured in parliament hill siege; 1 gunman dead
rumour, my thoughts &amp; prayers are with the family &amp; friends of the soldier killed today in the line of duty in ottawa. our nation mourns your loss.
rumour, cbcnews has independently confirmed gunman killed in parliament attack is canadian-born michael zehaf-bibeau.ottawashooting
rumour, breaking news: new york times is reporting the canadian soldier who was shot has died from their injuries. heartbreaking. cdnpoli ableg
rumour, forever remember cpl. nathan cirillo. never speak of the shooter. ottawashooting staysafeottawa staystrongcanada
rumour, gunman killed in parliament attack named as michael zehaf-bibeau, a canadian born in 1982, american media report claims. cdnpoli ottawa
rumour, breaking: nhl postpones tonight's senators-leafs game in ottawa
rumour, rcmp news conference on ottawa shootings expected to begin momentarily. watch live @
rumour, ottnews ctvottawa reports man has been apprehended on parliament hill. as many as 30 shots fired - soldier shot at war memorial.
rumour, canadian media: gunman shot soldier at war memorial.
rumour, rest in peace corporal nathan cirillo. respect ottawa canada tcot
rumour, hamilton argylls soldier, nathan cirillo, on the right in this picture, dies in ottawa attack
rumour, the canadian soldier shot at the war memorial in ottawa has died, according to two members of parliament. live blog:
rumour, one person shot outside centre block, a second wounded inside the building in parliament hill shooting
rumour, isis media account posts picture claiming to be michael zehaf-bibeau, dead ottawashooting suspect. canada
rumour, breaking: canada police investigating michael zehaf-bibeau as possible suspect in ottawa shooting: source familiar with matter
rumour, breaking: soldier shot at the national war memorial has died, ctv has confirmed
rumour, "i saw a long gun, i heard one shot" - eye witness to ottawashooting at canadian parliament
rumour, canada investigating michael zehaf-bibeau as possible suspect in ottawa shooting: source.
rumour, one shooting victim succumbed to injuries. he was a member of the canadian forces. our thoughts and prayers are with him and his loved ones.
rumour, cpl. nathan cirillo, the soldier shot dead today in ottawa. rip sir and thank you for your service. ottawashooting
rumour, breaking: at least 20 shots have been fired in the canadian parliament in ottawa, according to witnesses.
rumour, sergeant-at-arms kevin vickers hailed as hero for shooting canadian parliament gunman:
rumour, soldier shot by gunman outside canada parliament dies, minister says, as police search for multiple suspects
rumour, breaking canada soldier shot near parliament has died, an official says
rumour, soldier shot at national war memorial in ottawa
rumour, police are now investigating three shooting incidents in ottawa at parliament, shopping mall and war memorial.
rumour, breaking soldier shot in the canadian capital of ottawa and a gunman is believed to have entered parliament.
rumour, breaking: soldier shot at canadian parliament, authorities say
rumour, "i saw one of the soldiers laying on the ground." witnesses depict chaos in ottawashooting
rumour, credible sources tell sunnewsnetwork there may be as many as five active shooters in ottawa
rumour, true patriot love ... in memory of cpl. nathan cirillo ~hamilton, ontario ottawashooting canadastrong
rumour, breaking: ottawa police confirm to ctv news there were at least three separate shootings
rumour, cbs reports ottawa shooting suspect was born in quebec as michael joseph hall. he's a recent convert to islam -
rumour, everyone take a moment to honour cpl. nathan cirillo the fine solider that was killed in ottawa today hero
rumour, my heart aches for the family of the canadian soldier murdered this morning in ottawa. rip ❤️
rumour, breaking: canadian official identifies dead ottawa gunman as michael zehaf-bibeau.
rumour, breaking news: shots fired at parliament hill. follow developing story:
rumour, more breaking: cnn confirms name of soldier who was killed in ottawashooting as nathan cirillo. paulanewtoncnn
rumour, there is something profoundly sinister about a shooting on parliament hill. it is a sacred space, where we use words, not weapons.
rumour, ripnathancirillo rt globeandmail: soldier killed at war memorial identified as cpl. nathan cirillo ottawashooting
rumour, ctv reports that soldier shot at war memorial still alive.
rumour, ap video: gunman shoots a canadian soldier standing guard at the national war memorial in ottawa:
rumour, update: a lockdown at the rideau centre in ottawa has been lifted.
rumour, police say there are 3 shooting scenes: parliament, war memorial, rideau centre. they happened close together, police say cbcott ottnews
rumour, developing mps tweeting that gunman has been shot dead. cbc has not confirmed this. condition of soldier also unknown
rumour, shots are fired outside canadian parliament in ottawa and a soldier is wounded, local media report
rumour, watch live: manhunt for canadian parliament shooting suspect via ctvnews
rumour, breaking multiple sources tell cnn michael zehaf-bibeau is likely shooter in ottawashooting
rumour, lockdown | parliament, library main branch, u of o, downtown schools, ottawa police hq, cbc hq, rideau centre, courthouse. cbcott ottnews
rumour, so i am locked down in centre block on parliament hill after at least one shooter burst in and opened fire
rumour, breaking news: one soldier has died after ottawa shooting, suspect(s) still at large -
rumour, developing story here: soldier shot in ottawa at war memorial
rumour, ottawa police confirm 3 separate shooting incidents today; 1 on parliament hill, 1 at war memorial and 1 near area mall - cp24, cbcnews
rumour, breaking: peter mansbridge now reporting one suspect shot dead inside parliament hill
rumour, this is kevin vickers, sergeant-at-arms who reportedly killed a shooter inside the parliament buildings ottawa
rumour, we r being told it's still not safe outside downtown. shooter on the loose. university of ottawa shut down.
rumour, ottawa police confirm to cbcnews they are still seeking 1 or more suspects after shootings on parliament hill, war memorial, nearby mall.
rumour, ottawa police correct their info. no shooting at the rideau shopping centre. everything now points to one gunman in two locations.
rumour, breaking: the most terrible news of the day so far: soldier has died of his injuries ottawashooting ctvnews ctvottawa
rumour, extended video: numerous gunshots heard inside centre block on parliament hill
rumour, thoughts &amp; prayers to the family of cpl. nathan frank cirillo. killed today in ottawa rip honourourforces pls rt
rumour, canada's minister of employment jason kenney says the soldier shot in ottawa has died - torontostar
rumour, ottawa hospital confirms it has received 3 patients. 2 are in stable condition. live blog:
rumour, more: ctvnews reporting second shooting behind peace tower on parliament hill ottnews shooter is on the loose.
rumour, canadian prime minister stephen harper is due to make a statement shortly, reports say ottawashootings
rumour, reuters: one gunman has been shot dead inside canadian parliament building ottawashooting
rumour, a photo of cpl. nathan cirillo, killed in ottawa today. rip
rumour, shooting someone is already bad enough, shooting a soldier guarding a war memorial is just disgusting prayforottawa
rumour, recap: gunman shot dead inside parliament buildings; police believe there may be others on loose. cdn soldier shot earlier at war memorial.
rumour, breaking : 3rd shooting incident reported in ottawa at rideau centre mall
rumour, breaking: ctv news reports that a solider wounded in a shooting at the national war memorial has died.
rumour, all ottawa police stations are closed. university of ottawa in lockdown. campus closed.
rumour, rip to the canadian soldier killed today in ottawa. thoughts and prayers with his family &amp; friends. canada
rumour, heartbreaking photo shows fallen soldier nathan cirillo just moments before shooting
rumour, corporal nathan cirillo, shot dead at ottawa war memorial today, was 24. reservist was member of argyll and sutherland highlanders cdnpoli
rumour, conservative caucus told canadian soldier shot at war memorial has died, soldier has not been named, but was a reservist based in hamilton.
rumour, stay with us for live coverage on the active shooting at canadian parliament:
rumour, a canadian soldier has been shot at the country's national war memorial near parliament.
rumour, canada's parliament building locked down after shooting; at least one guard injured: photo: ap
rumour, update: police: "several shooting incidents" being investigated in downtown ottawa:
rumour, several mps tweeting that lone gunman shot dead in centre block. all mps reportedly safe. cdnpoli ottawa
rumour, rightnow all bridges from ottawa gatineau are now closed! active search still underway (11:37est) parliamenthill
rumour, developing: shooting suspect at large inside canadian parliament: reports
rumour, breaking news: u.s. agencies have been advised that ottawa shooter was believed to be a canadian convert to islam, foxnews confirms.
rumour, update from ottawa: -cdn soldier dies from shooting -parliamentary guard wounded -parliament hill still in lockdown
rumour, rip cpl. nathan cirillo of the argyll and sutherland highlanders canadastrong
rumour, ottawa police confirm that there were multiple suspects in the shooting, saying there were "possibly 3" shooters.
rumour, no, michael zehaf-bibeau was not wearing a gamergate t-shirt during the ottawa shooting. the people spreading this are freaking sick.
rumour, 'stand easy, brother': soldier killed in ottawa identified as cpl. nathan frank cirillo
rumour, scene outside canada's parliament where soldier shot by gunman at national war memorial,
rumour, .ottawapolice: "incidents occurred at national war memorial, near the rideau centre and parliament hill." live blog:
rumour, breaking: hospital says it has received 3 victims from ottawa shootings, 2 are in stable condition.
rumour, police now say there were two shooting incidents in ottawa: one at the war memorial, the other on parliament hill.
rumour, the ottawa hospital now says "all three patients involved in today's incident have been discharged" ottawashootings
rumour, canada parliament shooting: - active shooter - 3 separate shooting sites - 3 injd - multiple gunmen - 1 soldier dead
rumour, ottawa police service: there were "numerous gunmen" at the canada war memorial shooting. one person was shot.
rumour, ottawa police confirm shooting at war memorial. reports say victim may be a soldier.
rumour, mps credit sergeant-at-arms for saving lives in parliament hill shootings
rumour, the nhl has decided to postpone tonight's sens-#leafs game in ottawa. the right decision. the only decision.
rumour, ottawa hospital says it received 3 patients after shootings; 2 stable, won't give update on soldier - statement
rumour, breaking: soldier shot dead in ottawa attack identified as hamilton, ontario-based reservist cpl. nathan cirillo. ottawashooting
rumour, hero. affanchowdhry: kevin vickers, head of security in parliament, being credited for taking down shooter ottawa
rumour, rip cpl. nathancirillo 🌹🍁🌹 your service never forgotten prayers for his family 🙏 😪 canadianforces ottawashooting
rumour, statement from hamilton mayor bob bratina on death of soldier in ottawashooting
rumour, we are in full lock down until further notice from ottawa police.
rumour, only photo i will tweet. cpr being performed on the soldier now. i heard four shots. ottawa
rumour, witnesses say several dozen shots fired inside parliament buildings after canadian soldier shot at nearby war memorial. cbcott ottnews
rumour, dramatic video of gunfire from inside parliament hill:
rumour, a gunman is killed after shooting at war memorial and canadian parliament in ottawa, media reports say
rumour, kevin vickers hailed as hero who took down attacker at parliament hill: cbcott ottnews
rumour, witnesses say several dozen shots fired inside parliament buildings after canadian soldier shot at nearby war memorial. ottawa cdnpoli
rumour, map of the locations of shootings in ottawa, at war memorial, house of commons and nearby mall
rumour, canadian authorities have given name of suspect in ottawa attacks to u.s. feds; ask for fbi assistance: sr u.s. law enforcement official
rumour, breaking | this is a photo of michael zehaf-bibeau, gunman in this morning's shootings in ottawa. cbcott ottnews
rumour, ottawa police: actively looking for one or more suspects in canadian parliament shooting.
rumour, thoughts go out to the family of nathan cirillo, 24, who was just identified as the soldier killed in ottawa today.
rumour, nhl postpones wednesday's leafs-senators game due to tragedy in ottawa
rumour, breaking: two new patients coming to ottawa hospital civic campus. one with gunshot wounds. just confirmed ottnews
rumour, the rcmp will hold a news conference close to 2 p.m. to provide an update on the shootings in ottawa.
rumour, canada police say suspect in ottawa shooting still at large, tactical units on scene.
rumour, statement from ottawa hospital: received 3 patients. 2 in stable condition.
rumour, isis media account posts pic claiming to be michael zehaf-bibeau, dead ottawashooting terrorist via armedresearch
rumour, global news camera man reporting shots fired by chateau laurier hotel ottawa
rumour, ottawa shooting - soldier shot at memorial - parliament hill on lockdown - harper, mulcair, trudeau, safe
rumour, breaking canadian officials: soldier shot in ottawa has died
rumour, harper to make statement today after gunman shot dead in parliament. pm safe, not on parliament hill, being briefed by security officials.
rumour, soldier killed in ottawa was a sherwood grad. he couldn't wait to serve his country. rip cpl. nathan frank cirillo
rumour, video: reporter captures shoot-out in ottawa's parliament hill building. watch:
rumour, condolences pour in for family of cpl. nathan cirillo, killed in ottawashooting
rumour, here's the footage shot by globe reporter josh_wingrove of gun fire in parliament hill building
rumour, update: shots fired on parliament hill, soldier injured at national war memorial in ottawa
rumour, breaking: police confirm multiple suspects in ottawa shooting.
rumour, rest in peace cpl. nathan cirillo and thank you for serving our country ottawashooting
rumour, thoughts &amp; prayers go out to the soldier killed in ottawa during the shooting &amp; everyone affected in ottawa. prayforottawa ottawashooting
rumour, rest in peace cpl. nathan cirillo. ottawa ottawashooting
rumour, police confirm 'several' shootings in ottawa; pm safe; downtown buildings in lockdown
rumour, in response to ottawa incidents, norad increased number of planes on higher alert status ready to respond if needed.
rumour, "contrary to earlier reports no incident occurred near the rideau centre," ottawa police say. cbcott ottnews
rumour, soldier shot at national war memorial in ottawa cdnpoli hw
rumour, soldier shot at canada national war memorial has died; police are looking for several suspects
rumour, a canadian soldier who was standing on guard for thee is gone. our thoughts are w everyone affected by the shootings in ottawa canadastrong
rumour, breaking: one assailant shot and killed in parliament hill - but still active shooting situation &amp; shots being fired. ottnews
rumour, thoughts and prayers with everyone in ottawa (our office is here in capital) right now on parliament hill with shots fired prayforottawa
rumour, shooting soldiers guarding the war memorial....terrorism really doesn't get much more cowardly than that. bastards.
rumour, rcmp yelling everyone to back away from parliament hill. weapons out. word of shooting inside. cdnpoli
rumour, more: police say shots fired at 3 places: the national war memorial, on parliament hill and near rideau centre mall:
rumour, ottawa shooting suspect named as michael zehaf-bibeau – 2 u.s. sources tell abc news.
rumour, university of ottawa now in lockdown after earlier shooting at canada's parliament buildings, uottawadirect says
rumour, latest: numerous gunmen involved in ottawa shooting attacks, manhunt is on - police spokesman
rumour, cpl. nathan cirillo identified as soldier shot, killed in ottawa today, aunt says - globeandmail
rumour, kevin vickers, head of security in parliament &amp; 29 yr vet of rcmp. being credited for taking down shooter ottawa
rumour, rideau centre general manager tell globeandmail there was no shooting inside the mall. but people can't leave or enter. ottawashooting
rumour, 2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - michaelctv, cbcnews
rumour, developing story here: gunman killed in ottawa; 3 shootings confirmed
rumour, police confirm 3rd shooting in area of rideau centre, mall in downtown ottawa east of parliament hill. cdnpoli
rumour, gun fire exchange in parliament hill building ottawa parliament shooting canada besafeottawa - via martinvass2
rumour, soldier shot at national war memorial in ottawa
rumour, norad has gone on a high alert posture as a result of the shootings in ottawa, u.s. military officials say - jimmiklaszewski
rumour, breaking: ctv news confirms that shots have been fired on parliament hill.
rumour, just in: u.s. officials tell cbs news the name of the dead ottawa shooting suspect is michael zehaf-bibeau, a canadian born in 1982.
rumour, ottawa police say they are dealing with multiple suspects. cannot confirm whether both/all have guns. ottawa still pretty much locked down
rumour, isis media account posts picture claiming to be michael zehaf-bibeau suspected shooter in ottawa
rumour, .ctvottawa confirms there were 3 separate shootings. one on parliament hill, one at national war memorial, one at rideau centre
rumour, police in pursuit of multiple shooters in ottawa; pm safe; downtown buildings in lockdown
rumour, update: reports of gunfire inside the halls of the canadian parliament building in ottawa:
rumour, watch live: cbc nn coverage of shooting of soldier at ottawa cenotaph; shooter still on loose around parliament hill:
rumour, ottawa: mp gerry byrne inside building on lockdown. says this is tactical team. live coverage
rumour, updated | attacker shot dead in parliament after soldier shot at national war memorial: cbcott ottnews
rumour, updated: soldier killed in ottawashooting identified as cpl. nathan cirillo from hamilton.
rumour, some leaf players say they heard shots this morning from the tomb of the unknown soldier. scary events in ottawa
rumour, breaking news: canadian officials now calling today's parliament shooting a terrorist attack -
rumour, afp: an official says a canadian soldier has died after being shot in ottawashooting
rumour, cpl. nathan cirillo identified as victim of ottawashooting at national war memorial
rumour, breaking: a source confirms to cp24 that the deceased soldier in ottawa is cpl. nathan cirillo. cirillo was a member of the hamilton argylls
rumour, our thoughts are with the family and friends of cpl. nathan cirillo and all those affected by the events in ottawa today. ottawastrong
rumour, update: parliament hill attack: soldier dies of injuries, gunman shot dead ottawashooting
rumour, attack on parliament: soldier shot; gunman on the loose. follow our developing story:
rumour, breaking news: suspected ottawa gunman identified as michael joseph hall, an isis sympathizer. ottawashooting
rumour, more shots fired just off parliament hill. police telling everyone to take cover.
rumour, ottawa shooting: police claim multiple suspects at large, ask people to avoid paraliment area
rumour, two tory mps say gunman at parliament hill has been 'shot and killed'
rumour, canadian soldier fatally shot identified as nathan cirillo. ottawashooting hamont rip
rumour, police confirming a 3rd shooting at rideau center here in ottawa, a popular shopping mall downtown - very tense in city ottawastrong
rumour, shooting locks down canadian parliament; one suspect reported dead
rumour, ottawa! sending postive vibes. stay away from rooftops and windows in downtown. shooter still in parliament hill:
rumour, the rcmp and ottawa police news conference is beginning now. watch live: cbcott ottnews
rumour, developing: canada officials identify dead gunman in parliament shooting as michael zehaf-bibeau.
rumour, canadian soldier who was shot at ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in hamilton, ont.
rumour, breaking rick hughes at cbc hamilton: the soldier who was shot in ottawa wednesday morning is a reservist serving in hamilton
rumour, latest: suspected ottawa gunman identified as michael joseph hall, a convert to islam; also known as michael zehaf-bibeau - petewilliamsnbc
rumour, .pmharper and i have been speaking to some of our allies around the world. the pm will address the nation this evening. ottawashooting
rumour, ottawa shooting - soldier shot at memorial - gunfire in parliament - pm safe, will speak later today
rumour, ottawa police service: no one was hurt in the shooting near ottawa's rideau centre. live blog:
rumour, this is mycanada .. passing woman valiantly tries to save hamilton reservist shot in ottawa .. ottawashooting
rumour, police say shots fired at 3 ottawa sites - national war memorial, parliament hill, and now rideau shopping centre
rumour, live:coverage of "several shooting incidents" at and near canadian parliament:
rumour, the university of ottawa is no longer in lockdown. cbcott ottnews
rumour, shooting in canadian parliament comes day after isis-inspired radical drove in2 canadian soldier. also reports of shooting at war memorial/1
rumour, breaking: shots were fired at three separate locations in ottawa, say ottawa police
rumour, the game between the toronto maple leafs and ottawa senators scheduled for tonight in ottawa has been postponed, the nhl says.
rumour, the soldier shot dead in wednesday's ottawa attacks has been named as cpl. nathan cirillo of hamont ottawashooting
rumour, rcmp to hold news conference on ottawa shootings at 2 pm et, 11 am pt. watch live coverage @
rumour, canada unreal. --&gt; footage from globe reporter captures exchange of gun fire in parliament hill building
rumour, new: sources: deceased gunman who killed soldier in ottawa has been identified as canadian national michael zehaf-bibeau - worldnews
rumour, breaking: shooter is dead, according to sources on parliament hill
rumour, gunman on the loose in downtown ottawa. canadian citizens disarmed by their government. target rich environment. ottawashooting
